Price,Close,High,Low,Open,Volume,rsi,macd,macd_signal,bb_high,bb_low,return_1d,return_2d,return_3d,target
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
Date,,,,,,,,,,,,,,
2020-02-20,77.62828826904297,78.68256095291854,77.12175425598554,78.19299399872004,100566000,53.04140583072496,0.8436145016310093,0.9505289904454213,80.04291480188238,74.79977394933832,-0.010258978259615636,0.004075255402868683,-0.014309945419816783,0
2020-02-21,75.87117767333984,77.66465663516524,75.2531595150605,77.22113145649439,129554000,46.139579728361774,0.6258965767378015,0.8856025077038974,80.06206134230298,74.6491676005681,-0.022634926453786508,-0.032661693495004696,-0.0186519141572421,0
2020-02-24,72.26726531982422,73.7214326099496,70.09813688315359,72.04429714392029,222195200,35.83894458627594,0.16069554667791408,0.7406211154987008,80.62106853485894,73.62055210112739,-0.04750041404434391,-0.06906017211971227,-0.0786106635749464,0
2020-02-25,69.81941223144531,73.3215345796045,69.34681232251152,72.93860713253768,230673600,30.8079984651244,-0.4008798149397137,0.5123209294110179,81.51399024022514,72.23955056177682,-0.03387222523981981,-0.07976369456066901,-0.10059317565439252,1
2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800,35.237924314147705,-0.7479367361790707,0.26026939629300017,81.89624705878596,71.26865314873358,0.015863744991187145,-0.018545820592121287,-0.06516530047954727,0
2020-02-27,66.2906494140625,69.31532061254289,66.15492769967031,68.12775191347185,320605600,27.345557159156925,-1.3811760270990305,-0.06801968838540598,82.85144225763634,69.10039108586952,-0.06536804802214158,-0.050541285075349385,-0.082701564523187,0
2020-02-28,66.2518539428711,67.4757824380709,62.134139530313654,62.34984454807426,426510000,27.29047681641231,-1.8646585743581454,-0.4273474655799539,83.35081371818747,67.39543872321879,-0.0005852329330654493,-0.06591502542073424,-0.05109693958390926,1
2020-03-02,72.41995239257812,73.05736355673497,67.30855537364073,68.41372189685545,341397200,45.93594915937472,-1.7301637299337074,-0.6879107184507046,83.33142785200155,67.173258885059,0.0931007674898543,0.09246104892156004,0.02104900261333653,0
2020-03-03,70.11994934082031,73.67781024463216,69.26683312015966,73.59783429708392,319475600,41.647208466210266,-1.7885493376623884,-0.9080384422930414,83.40890332736063,66.64476946316671,-0.03175924556384446,0.058384711789117194,0.057765310199925146,1
2020-03-04,73.37242126464844,73.53238053099778,71.04333387511636,71.8455487891952,219178400,48.91116037500005,-1.5544542690229406,-1.0373216076390213,83.19620311197983,66.4853200203444,0.04638440207678096,0.013152022897048088,0.1074772538126616,0
2020-03-05,70.99243927001953,72.59928766176252,70.62647152568951,71.62257241363193,187572800,44.5417448488622,-1.5431879866801097,-1.138494883447239,82.91029079433267,66.0982205582064,-0.03243701044080993,0.012442820301515889,-0.01971159984779125,0
2020-03-06,70.0496597290039,70.48348836275598,68.15924526304715,68.34586073075151,226176800,42.906583992069656,-1.5919824241656926,-1.2291923915909297,82.47078130481844,65.67953073741788,-0.013279999260622177,-0.04528624622676136,-0.0010024196035105515,0
2020-03-09,64.50928497314453,67.3982263851532,63.740996701505956,63.92276760464713,286744800,34.81742183555522,-2.0540366514475608,-1.394161243562256,82.62307134413636,64.22188333726011,-0.07909210090802765,-0.09132175712707014,-0.12079656277847617,1
2020-03-10,69.15534210205078,69.42194089429611,65.28483354397228,67.1679847520732,285290000,44.300717480810796,-2.022011484175053,-1.5197312916848156,82.11914386772655,63.848220634226564,0.07202152575153198,-0.012766908938785848,-0.02587736365814053,0
2020-03-11,66.75353240966797,68.15680559462812,65.88830129483978,67.228565607775,255598800,40.98136829479876,-2.1654750296168714,-1.6488800392712268,81.72536048073093,63.171252068097196,-0.03473064580952434,0.03478952584046979,-0.047054151755874796,0
2020-03-12,60.16132354736328,65.43752824947576,60.10558150322218,62.02993014789043,418474000,33.550798873891296,-2.7790716764048113,-1.8749183666979437,81.65027552523374,61.332411852695955,-0.09875445724502108,-0.13005529697785678,-0.06740055214673857,1
2020-03-13,67.369140625,67.8417479064298,61.30526258468153,64.19905949793468,370732000,45.24159111730619,-2.6531568985906517,-2.0305660730764856,80.66023756134219,61.18577455413634,0.1198081533555726,0.009222106952393672,-0.025828828587311836,0
2020-03-16,58.70231246948242,62.7909413516552,58.166692548418034,58.63929618574619,322423600,36.84703340514505,-3.215641220132639,-2.2675811024877164,80.33153756757922,59.50917860368544,-0.12864685633679296,-0.0242516452739312,-0.12061114445262644,1
2020-03-17,61.28346252441406,62.43467470181221,57.77891741086091,59.98682842744822,324056000,40.394235730952694,-3.4137848725697495,-2.4968218565041234,79.59796610604359,58.639774601353864,0.043970159715147616,-0.09033331944162581,0.018652165725166592,0
2020-03-18,59.78323745727539,60.59030070646208,57.46868723066085,58.11094663703243,300233600,39.022302597608125,-3.649798168324196,-2.727417118868138,78.50209241109893,57.87067904275849,-0.024480096348032165,0.018413669620850337,-0.11260204742628943,0
2020-03-19,59.32516860961914,61.278599104517625,58.79924529931094,59.95773142950838,271857200,38.591317574536546,-3.829656833263101,-2.9478650617471307,77.3180248318562,57.22443465605883,-0.0076621619560769405,-0.031954687841190044,0.010610419145932637,0
2020-03-20,55.558868408203125,61.03380560853434,55.258339266825985,59.90682410197317,401693200,35.15347195294305,-4.227374528889285,-3.2037669551755616,76.71774853694288,55.79348002445849,-0.06348570580893953,-0.07066143000521252,-0.09341172773862738,0
2020-03-23,54.37858581542969,55.37953883867535,51.52841919602518,55.277747569925765,336752800,34.12745068342015,-4.584955100910086,-3.480004584322467,76.64129449112905,54.081066119832876,-0.021243819872313496,-0.08338084678258129,-0.0904041311865752,1
2020-03-24,59.83413314819336,60.03044512491102,56.785228864020425,57.28449233521307,287531200,42.48377895517059,-4.3776602621200595,-3.6595357198819856,76.19233566095528,53.53149704168143,0.10032528891576442,0.07695017667708659,0.008579234589679574,0
2020-03-25,59.50450897216797,62.589765292644394,59.20882808132364,60.772056716865755,303602000,42.13597899925476,-4.191656715718267,-3.7659599190492417,75.49154835391514,53.09003428768642,-0.00550896551319624,0.09426363484582967,0.07101729529434198,1
2020-03-26,62.63583755493164,62.6940018839561,59.70811342087556,59.74689210565115,252087200,46.60774352161363,-3.748366680274536,-3.7624412712943007,75.29157743154555,52.92452402414294,0.052623383283916914,0.04682451736702187,0.15184748951597404,0
2020-03-27,60.042572021484375,62.012966292537286,59.87534218227991,61.256800443757655,204216800,43.60246720062341,-3.5652134280477554,-3.722995702644992,75.07021554831556,52.52495771523425,-0.04140226481641551,0.009042391217245038,0.0034836114826761744,1
2020-03-30,61.75606155395508,61.92813964643738,60.444886473049856,60.76965331673908,167976400,46.07659860664054,-3.244399453735113,-3.6272764528630166,73.84264826361392,52.68613591607358,0.028537910265695965,-0.01404588866884715,0.037838352432086,0
2020-03-31,61.63002395629883,63.6173849288287,61.075018471181984,61.94752021431129,197002000,45.91703280556779,-2.966130542007079,-3.4950472706918294,72.95489528391302,52.724896357322336,-0.002040894358946943,0.026438773046671527,-0.016058116852843418,0
2020-04-01,58.38723373413086,60.280073989764986,57.9558311223944,59.74203186534972,176218400,41.89686354172573,-2.972995651202133,-3.39063694679389,71.13751862386364,53.043754264319965,-0.052617052760962624,-0.05455056127374536,-0.027569410030622965,1
2020-04-02,59.36153030395508,59.41485006682693,57.41537005354861,58.24909322048442,165934000,43.497508903917314,-2.8667723419963096,-3.285864025834374,69.64140198931258,53.37678000226457,0.01668680818585666,-0.03680825524183329,-0.0387740278402946,0
2020-04-03,58.508426666259766,59.54815473789247,57.91706466077996,58.8453086351993,129880000,42.39617867085667,-2.8189330327537974,-3.1924778272182586,68.14417298484622,53.719885700456516,-0.014371321516259417,0.0020756751840782517,-0.050650593487559736,1
2020-04-06,63.612545013427734,63.76765233671357,60.440037765372786,60.80842412991893,201820400,50.475532297399354,-2.3421613635418126,-3.0224145344829694,68.02054049074495,53.753844198586116,0.08723732012625418,0.0716122830342436,0.08949407165084389,0
2020-04-07,62.87576675415039,65.84954352590515,62.77155320925698,65.6314125205115,202887200,49.398473041535674,-2.0007053429500843,-2.8180726961763924,66.70581096027036,54.44061619427067,-0.011582279236301951,0.07464463388842324,0.059200570339089875,1
2020-04-08,64.48504638671875,64.80011298883151,63.31201906395062,63.677979447206575,168895200,51.816899196089594,-1.5820071755813103,-2.570859592057376,66.20248110012083,54.71709745212526,0.02559459256951535,0.013715869615134046,0.1021497254498136,1
2020-04-09,64.95038604736328,65.45450156620154,64.15302289668575,65.12246785230607,161834800,52.52349521261152,-1.19881761653064,-2.296451196952029,66.76261058252585,54.635874219720236,0.007216241388024791,0.0329955307157499,0.021031088029148215,1
2020-04-13,66.22518920898438,66.33425469318199,64.42686608662422,65.02792444640441,131022800,54.49237133228383,-0.7832424378114169,-1.9938094451239068,66.4696564007783,54.81443325986623,0.0196273377142282,0.026985214709003058,0.05327048285439617,1
2020-04-14,69.56977081298828,69.86060717517675,67.38852028540254,67.86112752488982,194994800,59.26532537373583,-0.18191927880531011,-1.6314314118601876,68.1113390599015,54.25949643509362,0.05050316418801826,0.07112174456140163,0.07885121762611891,0
2020-04-15,68.9347915649414,69.39527634714266,68.0138220005389,68.44279864460466,131154400,58.021121399807356,0.24062239326474355,-1.2570206508352015,69.27457839031845,53.8613900087294,-0.00912722926389642,0.040914980966025416,0.06134537082924507,1
2020-04-16,69.4825439453125,69.8485117816668,68.43069705947066,69.64977379131028,157125200,58.82417157531881,0.6126267718875198,-0.8830911662906573,70.43995229996189,53.66594674788968,0.007945949613194614,-0.001253804154540905,0.049186038956400946,0
