Date,total,returns
2023-08-14,10515215.837545658,0.004286776125049352
2023-08-15,10430082.881756162,-0.008096168172365914
2023-08-16,10262542.64940646,-0.016063173634291772
2023-08-17,9534115.874469027,-0.07097917151940525
2023-08-18,9314219.974217774,-0.02306411031148692
2023-08-19,9330899.482983422,0.0017907574452629138
2023-08-20,9364287.831421105,0.00357825614760654
2023-08-21,9340888.053318167,-0.002498831574187843
2023-08-22,9307819.55143109,-0.0035401882238949023
2023-08-23,9450837.050976165,0.015365306423789304
2023-08-24,9354558.350759448,-0.010187319884726098
2023-08-25,9313544.665015949,-0.004384352975912553
2023-08-26,9299526.586827502,-0.0015051281432194585
2023-08-27,9328571.167700192,0.0031232321991347956
2023-08-28,9334455.50620544,0.0006307866874213364
2023-08-29,9334455.50620544,0.0
2023-08-30,9334455.50620544,0.0
2023-08-31,9334455.50620544,0.0
2023-09-01,9334455.50620544,0.0
2023-09-02,9334455.50620544,0.0
2023-09-03,9334455.50620544,0.0
2023-09-04,9334455.50620544,0.0
2023-09-05,9334455.50620544,0.0
2023-09-06,9334455.50620544,0.0
2023-09-07,9334455.50620544,0.0
2023-09-08,9334455.50620544,0.0
2023-09-09,9334455.50620544,0.0
2023-09-10,9334455.50620544,0.0
